Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-May-2021,2878.00,2878.00,2832.00,2837.45,2845.864097805916384674,18322,1867,52141922.00,5392,29.43,46.00,-40.55
7-May-2021,2962.00,2992.20,2820.50,2856.30,2872.304736444470273725,86035,7829,247118738.00,14535,16.89,171.70,-105.70
6-May-2021,2820.00,2922.00,2804.60,2913.00,2884.780996407665555094,69871,5703,201562533.00,7972,11.41,117.40,93.00
5-May-2021,2775.00,2799.80,2768.55,2787.00,2780.715671825104396954,16284,2140,45281174.00,4523,27.78,31.25,12.00
4-May-2021,2776.35,2821.50,2768.00,2776.75,2787.427146927146927146,19656,1809,54789668.00,4572,23.26,53.50,0.40
3-May-2021,2790.00,2848.00,2767.80,2793.00,2802.500788311961320159,38056,5031,106651970.00,9705,25.50,80.20,3.00
30-April-2021,2845.00,2859.20,2810.00,2820.35,2834.352216748768472906,30856,4286,87456772.00,10919,35.39,49.20,-24.65
29-April-2021,2960.00,2963.15,2850.50,2861.60,2888.604414651463893413,47886,5498,138323711.00,16910,35.31,112.65,-98.40
28-April-2021,2932.00,3008.50,2917.30,2926.80,2962.582430255546606136,54628,3640,161839953.00,21415,39.20,91.20,-5.20
27-April-2021,2865.00,2937.20,2865.00,2905.20,2913.999335853683457647,19574,1652,57038623.00,3651,18.65,72.20,40.20
26-April-2021,2888.00,2888.00,2830.55,2863.00,2855.042931465323010118,24411,2631,69694453.00,7153,29.30,57.45,-25.00
23-April-2021,2820.00,2872.40,2810.70,2865.10,2849.488671359436867575,18184,1472,51815102.00,3374,18.55,61.70,45.10
22-April-2021,2751.00,2881.95,2750.00,2848.15,2810.386159827629789231,83077,7056,233478451.00,14180,17.07,131.95,97.15
20-April-2021,2820.05,2847.85,2800.00,2824.20,2827.611489349268036116,34223,3423,96769348.00,10114,29.55,47.85,4.15
19-April-2021,2850.00,2850.00,2743.05,2786.55,2793.865275055831548243,21941,2541,61300198.00,8648,39.41,106.95,-63.45
16-April-2021,2858.00,2925.00,2857.00,2893.75,2905.819123456406109054,32149,3571,93419179.00,13846,43.07,68.00,35.75
15-April-2021,2859.00,2895.40,2820.30,2863.00,2849.013866052833497752,18246,1722,51983107.00,2279,12.49,75.10,4.00
13-April-2021,2795.00,2877.00,2775.00,2864.00,2823.977403494089339889,38236,4296,107977600.00,12184,31.87,102.00,69.00
12-April-2021,2885.00,2885.00,2742.70,2788.55,2793.177084352277544099,30669,3854,85663948.00,14500,47.28,142.30,-96.45
9-April-2021,2952.70,2952.70,2901.15,2911.80,2918.156459299330242143,31056,4236,90626267.00,13138,42.30,51.55,-40.90
8-April-2021,2970.00,2989.80,2915.60,2928.30,2944.730485279553434770,88856,2481,261656972.00,65040,73.20,74.20,-41.70
7-April-2021,2899.95,2948.70,2876.00,2941.50,2928.449527877697841726,35584,3565,104205948.00,14594,41.01,72.70,41.55
6-April-2021,2911.00,2927.95,2867.40,2888.95,2889.179194288628250892,29415,2046,84985206.00,10906,37.08,60.55,-22.05
5-April-2021,2970.00,2971.95,2840.85,2876.40,2900.875546704647147052,79339,7415,230152565.00,24406,30.76,131.10,-93.60
1-April-2021,2941.00,3003.75,2930.40,2958.10,2972.783945857962820183,58365,5556,173506535.00,23266,39.86,73.35,17.10
31-March-2021,2976.00,2976.00,2889.30,2915.15,2920.759164636682312399,33662,2711,98318595.00,15064,44.75,86.70,-60.85
30-March-2021,2932.05,2975.00,2916.90,2963.65,2948.828945567367796687,43834,4544,129258968.00,9452,21.56,58.10,31.60
26-March-2021,2965.10,2998.70,2930.00,2938.95,2953.691162143354210160,28740,3602,84889084.00,13120,45.65,68.70,-26.15
25-March-2021,3023.00,3049.60,2926.00,2941.90,2988.837640620249315901,46046,5821,137624018.00,14136,30.70,123.60,-81.10
24-March-2021,3064.60,3086.25,3022.35,3034.80,3059.796966382958489848,21031,1950,64350590.00,7627,36.27,63.90,-29.80
23-March-2021,3101.30,3131.95,3061.85,3067.15,3091.375040051265619993,12484,1460,38592726.00,3349,26.83,70.10,-34.15
22-March-2021,3130.00,3141.55,3080.60,3092.80,3112.683672012563651073,21013,2492,65406822.00,6486,30.87,60.95,-37.20
19-March-2021,3094.95,3130.00,3036.00,3119.40,3069.936402854274628971,36857,4311,113148646.00,11724,31.81,94.00,24.45
18-March-2021,3202.80,3217.50,3073.30,3108.30,3143.483636580801847354,50234,5680,157909757.00,13038,25.95,144.20,-94.50
17-March-2021,3279.00,3279.00,3172.90,3192.00,3219.821819620948946836,22741,1915,73221968.00,4168,18.33,106.10,-87.00
16-March-2021,3295.00,3299.95,3248.50,3254.05,3263.380070383404334135,26995,2343,88094945.00,5939,22.00,51.45,-40.95
15-March-2021,3350.55,3361.50,3243.00,3265.95,3283.624001004226118247,23899,3262,78475330.00,8013,33.53,118.50,-84.60
12-March-2021,3390.00,3396.20,3314.15,3351.30,3367.125960969840331164,30438,3484,102488580.00,5891,19.35,82.05,-38.70
10-March-2021,3441.00,3474.90,3407.90,3419.35,3436.124936429903373453,23596,1956,81078804.00,4165,17.65,67.00,-21.65
9-March-2021,3443.00,3489.70,3418.00,3450.05,3453.936520329109362801,16651,2039,57511497.00,4239,25.46,71.70,7.05
8-March-2021,3462.15,3487.50,3422.35,3464.00,3464.911245105716523101,63850,4239,221234583.00,40108,62.82,65.15,1.85
5-March-2021,3430.00,3491.15,3390.00,3462.15,3456.951986519200645559,84268,4632,291310430.00,34752,41.24,101.15,32.15
4-March-2021,3405.00,3458.00,3367.05,3415.65,3426.747875755287009063,42368,4154,145184454.00,13897,32.80,90.95,10.65
3-March-2021,3503.00,3514.20,3395.00,3424.50,3421.253204207138341283,34798,3512,119052769.00,5674,16.31,119.20,-78.50
2-March-2021,3370.00,3491.75,3353.35,3474.80,3445.475913742690058479,54720,4742,188536442.00,7880,14.40,138.40,104.80
1-March-2021,3230.00,3362.60,3230.00,3349.95,3333.918289375188357329,102863,7902,342936837.00,44137,42.91,132.60,119.95
26-February-2021,3380.00,3415.90,3201.15,3227.40,3310.147591667715896531,71481,9720,236612660.00,36872,51.58,214.75,-152.60
25-February-2021,3449.65,3466.05,3402.75,3435.70,3440.463638171886714506,65357,2353,224858382.00,44628,68.28,63.30,-13.95
24-February-2021,3449.00,3497.95,3069.15,3440.70,3383.141719326978044899,129446,8443,437934163.00,71392,55.15,428.80,-8.30
23-February-2021,3413.10,3479.20,3378.50,3410.15,3428.255432424971408289,50714,3620,173860546.00,25728,50.73,100.70,-2.95
22-February-2021,3400.00,3430.00,3351.00,3413.10,3398.066409124356144223,21744,2221,73887556.00,2957,13.60,79.00,13.10
19-February-2021,3524.95,3524.95,3371.00,3388.40,3428.072606433005204088,31898,3228,109348660.00,9472,29.69,153.95,-136.55
18-February-2021,3589.60,3628.55,3508.00,3521.55,3580.085459352280237937,45390,4243,162500079.00,5066,11.16,120.55,-68.05
17-February-2021,3450.00,3593.00,3450.00,3581.90,3547.952782542405183914,62964,4318,223393299.00,7632,12.12,143.00,131.90
16-February-2021,3468.50,3480.85,3432.10,3461.45,3447.079900304852929059,48548,3351,167348835.00,24099,49.64,48.75,-7.05
15-February-2021,3489.00,3575.75,3452.10,3466.85,3485.927117426359064420,37581,3208,131004627.00,10046,26.73,123.65,-22.15
12-February-2021,3545.00,3579.00,3504.00,3516.05,3544.690093240093240093,17160,1510,60826882.00,2752,16.04,75.00,-28.95
11-February-2021,3532.00,3552.65,3473.55,3541.15,3522.100289042655688884,34251,3529,120635457.00,8585,25.06,79.10,9.15
10-February-2021,3498.05,3566.45,3488.95,3539.25,3527.674094559378822528,56409,4305,198992568.00,10364,18.37,77.50,41.20
9-February-2021,3485.00,3537.60,3463.35,3498.05,3513.146801186943620178,42125,4888,147991309.00,14703,34.90,74.25,13.05
8-February-2021,3517.00,3517.00,3421.05,3495.35,3474.314566734823380102,28366,3146,98552407.00,7406,26.11,95.95,-21.65
5-February-2021,3509.00,3575.00,3365.55,3428.30,3446.242689377557470308,90177,9281,310771827.00,10606,11.76,209.45,-80.70
4-February-2021,3454.90,3514.20,3404.10,3440.65,3434.277422158455999006,144974,9753,497880935.00,63807,44.01,110.10,-14.25
3-February-2021,3315.00,3420.00,3268.70,3384.40,3355.789934550670930336,33461,3245,112288087.00,9326,27.87,151.30,69.40
2-February-2021,3420.00,3420.00,3263.00,3292.75,3310.659979636641318527,62858,6850,208101465.00,12411,19.74,157.00,-127.25
1-February-2021,3301.00,3359.00,3218.70,3344.00,3297.343723299895572924,31601,3626,104199359.00,5051,15.98,140.30,43.00
29-January-2021,3435.00,3484.60,3228.10,3255.25,3364.782361770313577542,49302,5434,165890500.00,5636,11.43,256.50,-179.75
28-January-2021,3320.00,3462.35,3315.10,3396.15,3403.509230517889233785,55089,6727,187495920.00,8266,15.00,147.25,76.15
27-January-2021,3469.95,3483.05,3330.00,3356.25,3418.953149637865141513,37417,4147,127926970.00,4775,12.76,153.05,-113.70
25-January-2021,3420.00,3520.00,3356.15,3472.85,3446.064822208652355676,85156,10605,293453096.00,22044,25.89,163.85,52.85
22-January-2021,3279.95,3484.95,3265.50,3376.60,3408.474776781704184107,111326,10904,379451863.00,21344,19.17,219.45,96.65
21-January-2021,3276.00,3345.00,3221.10,3245.75,3309.831891660151817012,39653,4579,131244764.00,10761,27.14,123.90,-30.25
20-January-2021,3237.00,3291.75,3231.00,3275.35,3270.730866153070775433,13889,1668,45427181.00,4210,30.31,60.75,38.35
19-January-2021,3181.00,3239.40,3172.60,3230.90,3217.176738749269433080,42775,5249,137614735.00,18569,43.41,66.80,49.90
18-January-2021,3195.00,3215.35,3084.00,3164.00,3139.597154333833422058,41326,5036,129746992.00,15968,38.64,131.35,-31.00
15-January-2021,3259.00,3268.45,3174.95,3205.00,3204.849775493783903034,38529,3838,123479657.00,16862,43.76,93.50,-54.00
14-January-2021,3265.00,3295.55,3238.50,3265.00,3268.672792945925847232,28239,3448,92304051.00,10614,37.59,57.05,0.00
13-January-2021,3260.00,3317.55,3217.00,3256.80,3266.438782540561717304,74023,5199,241791598.00,9443,12.76,100.55,-3.20
12-January-2021,3195.00,3294.65,3186.35,3246.15,3248.808186745093686994,54063,4555,175640317.00,9670,17.89,108.30,51.15
11-January-2021,3170.00,3224.25,3146.50,3197.55,3185.608913697614582879,45862,4302,146098396.00,14684,32.02,77.75,27.55
8-January-2021,3058.50,3165.00,3058.50,3159.50,3121.851572802356697230,129673,10596,404819859.00,71836,55.40,106.50,101.00
7-January-2021,3078.00,3113.30,3033.40,3058.25,3070.479293389182298306,27455,2478,84300009.00,6386,23.26,79.90,-19.75
6-January-2021,3085.00,3122.50,3047.15,3082.60,3093.807638152360750466,109372,8601,338375929.00,40796,37.30,75.35,-2.40
5-January-2021,3047.00,3073.00,3031.10,3067.30,3053.413349055720890186,53427,4695,163134715.00,20514,38.40,41.90,20.30
4-January-2021,3102.00,3139.05,3036.50,3044.00,3064.774372200665507593,86851,9063,266178719.00,33145,38.16,102.55,-58.00
1-January-2021,3114.05,3120.40,3092.55,3098.85,3104.721892506517277719,18029,1286,55975031.00,4658,25.84,27.85,-15.20
31-December-2020,3115.00,3117.20,3085.00,3109.35,3102.901388888888888888,19440,1416,60320403.00,3263,16.78,32.20,-5.65
30-December-2020,3072.10,3108.00,3067.00,3101.00,3088.013295233559550740,25197,1487,77808671.00,5593,22.20,41.00,28.90
29-December-2020,3147.70,3147.70,3061.50,3073.30,3079.319043420762618470,27222,1834,83825223.00,6272,23.04,86.20,-74.40
28-December-2020,3095.90,3123.85,3064.05,3082.55,3097.235996240601503759,21280,1985,65909182.00,4224,19.85,59.80,-13.35
24-December-2020,3064.80,3081.55,3030.95,3070.75,3062.412425866936006008,38613,3285,118248931.00,14475,37.49,50.60,5.95
23-December-2020,3054.70,3071.55,3008.75,3045.80,3047.386459543758791511,16351,1947,49827816.00,6609,40.42,62.80,-8.90
22-December-2020,3002.00,3059.00,2900.00,3054.70,3009.169120503457384818,51484,3180,154924063.00,7948,15.44,159.00,52.70
21-December-2020,3143.00,3153.15,2945.90,2992.35,3066.383370836665240920,53773,5134,164888633.00,21564,40.10,207.25,-150.65
18-December-2020,3121.00,3145.00,3105.05,3135.10,3126.692574166206007002,27135,2495,84842803.00,7045,25.96,39.95,14.10
17-December-2020,3139.00,3156.00,3103.00,3112.05,3124.427202609493391322,29431,2853,91955017.00,7124,24.21,53.00,-26.95
16-December-2020,3112.55,3145.00,3105.00,3117.85,3123.461650900466091177,36259,4698,113253596.00,13233,36.50,40.00,5.30
15-December-2020,3090.00,3136.35,3087.15,3112.55,3109.226028000352205688,34071,3323,105934440.00,11013,32.32,49.20,22.55
14-December-2020,3205.00,3230.00,3105.00,3113.35,3134.716773253973279300,47379,5539,148519746.00,17170,36.24,125.00,-91.65
11-December-2020,3212.00,3240.00,3168.20,3188.05,3208.556147232779821548,49201,4135,157864171.00,10399,21.14,71.80,-23.95
10-December-2020,3191.75,3205.75,3165.30,3194.35,3189.836186809847026643,39484,3784,125947492.00,16667,42.21,40.45,2.60
9-December-2020,3150.15,3203.45,3150.15,3191.75,3190.525851371846132634,21759,1819,69422652.00,6934,31.87,53.30,41.60
8-December-2020,3172.00,3201.00,3155.80,3167.55,3177.389180540972951352,20001,2115,63550961.00,3358,16.79,45.20,-4.45
7-December-2020,3182.00,3216.55,3137.40,3173.75,3168.916423712342079689,21609,2486,68477115.00,5002,23.15,79.15,-8.25
4-December-2020,3157.00,3201.40,3152.95,3177.70,3181.623743356598578472,31234,4201,99374836.00,8685,27.81,48.45,20.70
3-December-2020,3160.00,3166.95,3127.00,3139.35,3147.423747476601211231,21796,2028,68601248.00,6957,31.92,39.95,-20.65
2-December-2020,3111.00,3175.00,3097.00,3125.80,3141.077000362354646374,60714,6582,190707349.00,20718,34.12,78.00,14.80
1-December-2020,3150.00,3150.00,3075.00,3111.60,3109.814297994269340974,34900,2994,108532519.00,4622,13.24,75.00,-38.40
27-November-2020,3043.00,3119.15,3032.30,3104.65,3079.324962306822465133,42448,3726,130711186.00,12536,29.53,86.85,61.65
26-November-2020,3010.00,3044.00,2977.00,3023.30,3004.294785970205544031,21212,2409,63727101.00,3699,17.44,67.00,13.30
25-November-2020,3074.00,3091.50,3002.00,3007.70,3039.683942202067430921,35503,5074,107917899.00,9699,27.32,89.50,-66.30
24-November-2020,3060.00,3109.20,3042.80,3074.15,3086.218233618233618233,35100,3417,108326260.00,9005,25.66,66.40,14.15
23-November-2020,3022.05,3070.00,2984.30,3058.40,3025.811029185867895545,32550,3714,98490149.00,10667,32.77,85.70,36.35
20-November-2020,3009.90,3014.10,2968.00,2998.30,2995.384087317265902805,20248,2399,60650537.00,3504,17.31,46.10,-11.60
19-November-2020,3040.00,3135.55,2975.85,2988.45,3069.940375666811337028,182023,22109,558799757.00,41896,23.02,159.70,-51.55
18-November-2020,3032.10,3049.60,2944.25,2983.00,2983.244806815409731474,53291,6153,158980099.00,14102,26.46,105.35,-49.10
17-November-2020,3118.00,3145.00,3001.50,3030.80,3040.603772441298049531,82493,7802,250828527.00,18026,21.85,143.50,-87.20
14-November-2020,3150.00,3158.00,3096.40,3117.15,3124.346696856686201385,7508,883,23457595.00,2769,36.88,61.60,-32.85
13-November-2020,3085.55,3134.90,3073.90,3128.80,3097.253569108625045110,69275,2651,214562241.00,50781,73.30,61.00,43.25
12-November-2020,3077.00,3099.80,3039.20,3085.55,3075.678581163963472809,29348,3307,90265015.00,6571,22.39,60.60,8.55
11-November-2020,2975.85,3075.00,2958.65,3059.80,3044.710296140716376338,176639,19371,537814582.00,78507,44.44,116.35,83.95
10-November-2020,2981.00,2984.85,2924.00,2951.95,2941.008446623968168094,57301,5263,168522725.00,28664,50.02,60.85,-29.05
9-November-2020,2981.00,2989.35,2930.05,2953.95,2956.669726677521044791,28867,3118,85350185.00,5954,20.63,59.30,-27.05
6-November-2020,2945.30,2982.35,2925.80,2941.85,2955.287036465724686863,64828,6752,191585348.00,15926,24.57,56.55,-3.45
5-November-2020,2980.00,2990.00,2925.45,2945.30,2947.412104683746997598,39968,4805,117802167.00,10708,26.79,64.55,-34.70
4-November-2020,2949.00,2978.00,2910.00,2968.95,2950.735739215412536646,71630,8166,211361201.00,22647,31.62,68.00,19.95
3-November-2020,2851.00,2949.55,2848.95,2939.70,2916.365210072564318373,43961,4174,128206331.00,8185,18.62,100.60,88.70
2-November-2020,2890.00,2890.00,2813.45,2834.60,2842.169076076175362031,80656,9075,229237989.00,17239,21.37,76.55,-55.40
30-October-2020,2923.00,2927.35,2786.55,2799.80,2833.438458856345885634,80304,7591,227536442.00,19209,23.92,140.80,-123.20
29-October-2020,2939.00,2960.10,2886.60,2893.20,2917.454902045769764216,46144,5497,134623039.00,11756,25.48,73.50,-45.80
28-October-2020,2987.00,3034.50,2930.00,2945.80,2968.946062284216939682,201881,17426,599373800.00,73406,36.36,104.50,-41.20
27-October-2020,2915.10,2975.90,2854.00,2912.70,2922.864674119704920526,65745,9022,192163738.00,12687,19.30,121.90,-2.40
26-October-2020,3143.90,3143.90,2876.95,2897.80,2945.492982805384825938,80374,9211,236741053.00,24807,30.86,266.95,-246.10
23-October-2020,3100.00,3151.60,3091.00,3109.10,3118.276809757642958973,25252,2743,78742726.00,3186,12.62,60.60,9.10
22-October-2020,3180.65,3180.65,3062.55,3081.25,3121.486200410133061967,129714,6585,404900461.00,98407,75.86,118.10,-99.40
21-October-2020,3247.65,3277.70,3132.00,3180.65,3186.858623503808487486,36760,5411,117148923.00,8497,23.11,145.70,-67.00
20-October-2020,3235.00,3290.00,3231.10,3242.35,3261.064447159437996334,13096,1776,42706900.00,2032,15.52,58.90,7.35
19-October-2020,3351.00,3352.95,3230.70,3247.80,3270.498008658008658008,28875,4366,94435630.00,6455,22.35,122.25,-103.20
16-October-2020,3319.00,3393.85,3315.00,3346.50,3360.092039887425732253,28781,2971,96706809.00,6728,23.38,78.85,27.50
15-October-2020,3315.00,3380.00,3290.00,3311.35,3352.673955822849183010,45227,3638,151631385.00,6478,14.32,90.00,-3.65
14-October-2020,3282.00,3331.45,3270.50,3310.10,3302.313728432108027006,26660,2658,88039684.00,8389,31.47,60.95,28.10
13-October-2020,3285.00,3300.50,3258.10,3288.30,3285.618692971639950678,20275,1515,66615919.00,4105,20.25,42.40,3.30
12-October-2020,3345.00,3355.00,3275.25,3283.20,3295.158891885592514900,30033,3061,98963507.00,6257,20.83,79.75,-61.80
9-October-2020,3300.00,3336.70,3270.00,3330.35,3301.310442425145240577,26852,2452,88646788.00,4761,17.73,66.70,30.35
8-October-2020,3240.00,3292.00,3239.00,3278.05,3264.640535243630465634,29594,3037,96613772.00,10397,35.13,53.00,38.05
7-October-2020,3138.70,3249.75,3138.70,3232.70,3211.678696222636558248,72405,7788,232541596.00,24153,33.36,111.05,94.00
6-October-2020,3150.00,3177.70,3117.35,3138.70,3138.973555459218430668,32294,2338,101370012.00,12411,38.43,60.35,-11.30
5-October-2020,3215.00,3230.00,3095.00,3128.70,3146.610464312380741683,36161,3731,113784581.00,7431,20.55,135.00,-86.30
1-October-2020,3190.00,3197.50,3114.35,3151.70,3163.805977878888765582,27033,2806,85527167.00,3373,12.48,83.15,-38.30
30-September-2020,3208.00,3208.00,3135.00,3145.85,3162.334672474309637586,23647,2877,74779728.00,5936,25.10,73.00,-62.15
29-September-2020,3113.70,3221.60,3103.10,3175.85,3185.973284141316987036,69659,7012,221931713.00,9110,13.08,118.50,62.15
28-September-2020,3054.00,3095.00,2999.30,3088.60,3055.370897453356938580,44058,3902,134613531.00,18214,41.34,95.70,34.60
25-September-2020,2926.00,3015.00,2926.00,3000.45,2970.465528436652534280,26181,2582,77769758.00,5468,20.89,89.00,74.45
24-September-2020,2910.00,2947.30,2901.40,2918.15,2933.965593914129633252,265796,3446,779836319.00,247655,93.17,45.90,8.15
23-September-2020,2997.00,3041.00,2925.30,2958.35,2997.039935602164482804,44722,3982,134033620.00,17946,40.13,115.70,-38.65
22-September-2020,3020.20,3050.00,2961.00,3000.70,2994.693365509844480196,26106,3147,78179465.00,4585,17.56,89.00,-19.50
21-September-2020,3114.25,3131.65,3035.50,3053.20,3063.286935715958906401,59766,5003,183080407.00,33031,55.27,96.15,-61.05
18-September-2020,3087.00,3122.30,3076.70,3114.25,3101.033593884001862243,40811,5114,126556282.00,19150,46.92,45.60,27.25
17-September-2020,3048.00,3098.45,3040.00,3062.05,3070.307564972686641284,12082,1648,37095456.00,1484,12.28,58.45,14.05
16-September-2020,3000.00,3104.50,3000.00,3055.55,3079.174377642085486143,51096,5839,157333494.00,13130,25.70,104.50,55.55
15-September-2020,3023.00,3053.75,3008.85,3038.45,3034.447429755276446976,15446,1665,46870075.00,2078,13.45,44.90,15.45
14-September-2020,3010.00,3038.35,2956.00,3027.60,2998.692023276821915505,47601,3825,142740739.00,4854,10.20,82.35,17.60
11-September-2020,2950.00,3007.25,2949.80,2991.40,2983.441624077228847245,52830,4170,157615221.00,6973,13.20,57.45,41.40
10-September-2020,2927.70,2956.75,2890.00,2948.55,2925.544812554489973844,34410,3062,100667997.00,4161,12.09,66.75,20.85
9-September-2020,2859.00,2920.00,2833.55,2903.35,2892.169142704412321535,44897,4204,129849718.00,4797,10.68,86.45,44.35
8-September-2020,2920.00,2920.00,2852.05,2862.45,2876.436889925716741359,32578,2914,93708561.00,3171,9.73,67.95,-57.55
7-September-2020,2920.00,2934.75,2853.05,2859.75,2878.166275673139501445,66071,6715,190163324.00,35361,53.52,81.70,-60.25
4-September-2020,2915.00,2975.65,2872.00,2914.75,2934.610011359615635300,53699,4337,157585623.00,11659,21.71,103.65,-0.25
3-September-2020,2985.00,3005.00,2932.90,2941.25,2969.333035058737151248,43584,5256,129415411.00,12150,27.88,72.10,-43.75
2-September-2020,3055.00,3055.00,2878.00,2946.00,2932.955576999293505419,58033,5656,170208211.00,8994,15.50,177.00,-109.00
1-September-2020,3022.30,3071.60,2977.00,2995.25,2997.127655789728337436,281084,5017,842444630.00,8103,2.88,94.60,-27.05
31-August-2020,3072.35,3090.00,2965.60,3007.10,3018.357235908304330073,51431,7382,155237131.00,12643,24.58,124.40,-65.25
28-August-2020,3137.00,3164.10,3053.00,3059.35,3107.771272796533498404,42002,4649,130532609.00,10419,24.81,111.10,-77.65
27-August-2020,3160.00,3160.00,3108.00,3141.15,3127.577685889929742388,54656,5197,170940886.00,9417,17.23,52.00,-18.85
26-August-2020,3103.00,3179.55,3070.00,3161.95,3117.941081368394631546,135458,13218,422350063.00,37231,27.49,109.55,58.95
25-August-2020,3054.95,3054.95,2958.70,2971.05,3006.531643860280878646,22216,2547,66793107.00,4451,20.04,96.25,-83.90
24-August-2020,3038.00,3075.05,3000.70,3014.05,3040.492816660076446553,53109,5119,161477533.00,11895,22.40,74.35,-23.95
21-August-2020,2960.15,3049.40,2958.55,3035.35,3011.150135367954713266,65008,7416,195748848.00,19029,29.27,90.85,75.20
20-August-2020,2915.00,2962.95,2895.00,2956.75,2930.884751724327443598,36391,3855,106657827.00,8871,24.38,67.95,41.75
19-August-2020,2937.00,2998.95,2921.55,2934.45,2954.195416313624997416,48389,4184,142950562.00,6652,13.75,77.40,-2.55
18-August-2020,2936.50,2963.00,2907.00,2923.50,2939.719537360625728074,60090,5493,176647747.00,10979,18.27,56.00,-13.00
17-August-2020,2810.00,2933.00,2810.00,2927.35,2896.695340623514229436,117784,11340,341184364.00,40516,34.40,123.00,117.35
14-August-2020,2790.00,2841.00,2757.65,2805.45,2797.415664417717805808,95452,8200,267018920.00,25009,26.20,83.35,15.45
13-August-2020,2794.80,2820.00,2748.20,2811.25,2785.242552716724311056,35852,3594,99856516.00,7447,20.77,71.80,16.45
12-August-2020,2712.00,2794.45,2709.85,2773.90,2758.367431240031669171,87151,8100,240394480.00,29976,34.40,84.60,61.90
11-August-2020,2715.05,2775.00,2703.80,2712.90,2744.981297244574494025,41010,4337,112571683.00,7674,18.71,71.20,-2.15
10-August-2020,2725.00,2725.00,2674.05,2701.85,2689.817154129206024050,26361,2506,70906270.00,5445,20.66,50.95,-23.15
7-August-2020,2724.00,2724.00,2670.70,2705.65,2695.376641253706056755,18888,2249,50910274.00,4308,22.81,53.30,-18.35
6-August-2020,2702.20,2734.00,2674.60,2704.35,2700.194467303918465531,31594,4503,85309944.00,7575,23.98,59.40,2.15
5-August-2020,2717.70,2739.00,2673.00,2697.40,2705.235328877659140924,49076,4916,132762129.00,8108,16.52,66.00,-20.30
4-August-2020,2652.55,2731.00,2641.65,2706.25,2700.452175758862237316,47110,4812,127218302.00,6488,13.77,89.35,53.70
3-August-2020,2705.00,2800.00,2622.50,2630.75,2692.598581673306772908,62750,7346,168960561.00,14257,22.72,177.50,-74.25
